Origen,E02006825,E02003719,E02003720,E02003721,E02003722,E02003723,E02003724,E02003725,E02003726,E02003727,E02003728,E02003729,E02003730,E02003731,E02003732,E02003733,E02003734,E02003735,E02003736,E02003737,E02003738,E02003739,E02006873,E02003740,E02006874,E02003742,E02003743,E02006877,E02003744,E02006878,E02003745,E02003746,E02003747,E02003748,E02003749,E02003750,E02003751,E02003752,E02003753,E02003754,E02003755,E02003756,E02003237,E02003757,E02003238,E02003758,E02003239,E02003759,E02003240,E02003760,E02003241,E02003761,E02003242,E02003762,E02003243,E02003763,E02003244,E02003764,E02003245,E02003765,E02003246,E02003766,E02003247,E02003767,E02003248,E02003768,E02003249,E02003769,E02003250,E02003770,E02003251,E02003771,E02003252,E02003772,E02003253,E02003773,E02003254,E02003774,E02003775,E02003255,E02003776,E02003257,E02003777,E02003778,E02003779,E02003780,E02003781,E02003783,E02003784,E02003785,E02003786,E02003787,E02003788,E02003789,E02003790,E02003791,E02003792,E02003793
E02003759,0,6,3,5,3,1,4,4,2,2,2,2,4,2,6,20,14,7,24,7,2,4,8,2,15,2,6,3,3,4,2,7,11,18,10,7,13,49,6,6,48,10,0,46,1,134,4,181,1,18,4,21,1,27,3,151,5,47,0,85,0,38,1,10,5,68,2,18,2,15,0,13,2,7,3,10,8,9,25,2,10,1,15,6,9,3,4,5,8,3,1,5,10,4,3,5,5,2
E02003240,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,15,0,10,2,1,6,2,4,2,0,3,11,12,4,3,23,3,12,2,13,2,429,0,10,2,13,1,11,2,10,4,9,1,11,3,14,1,8,0,12,2,6,2,9,1,13,2,9,2,25,1,0,6,0,12,0,11,0,0,1,0,0,0,1,0,0,0,0,0,0,1
E02003760,0,4,4,3,5,2,1,0,5,1,1,2,2,1,3,13,7,7,8,6,1,5,13,1,23,6,7,12,13,9,6,23,15,17,12,9,16,78,37,27,135,121,4,119,3,136,3,56,3,280,5,196,5,144,4,132,5,217,3,82,10,128,7,53,18,85,8,68,8,54,10,28,10,36,9,38,14,31,10,8,3,11,16,0,4,4,0,2,6,2,8,8,4,0,2,3,3,5
E02003241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,1,1,0,6,6,16,3,16,13,2,41,4,21,5,10,2,20,8,8,1,19,1,9,0,51,0,8,0,124,0,13,2,28,0,17,0,10,0,10,0,24,0,8,2,13,1,6,1,9,0,13,1,13,0,10,0,0,19,0,11,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
E02003761,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,3,1,4,3,1,3,3,0,3,1,1,0,0,2,3,0,2,2,2,1,3,4,4,4,13,6,0,9,1,19,0,9,0,25,0,39,0,18,0,19,1,23,1,6,0,11,0,4,2,13,1,9,2,7,0,5,0,8,1,3,0,3,3,1,0,1,0,0,0,3,0,0,3,0,2,2,0,1,3,0,0,1
E02003242,1,0,3,2,1,0,3,0,0,0,1,0,1,0,1,2,2,2,0,0,0,0,1,0,0,9,4,50,5,62,10,2,64,4,21,9,0,2,47,25,6,8,133,4,146,1,196,0,18,1,72,1,209,0,140,1,81,8,68,1,93,0,86,0,84,0,64,2,74,3,47,2,70,3,51,1,73,0,1,71,1,52,0,1,2,0,0,0,2,0,1,0,0,0,0,0,0,1
E02003762,3,4,4,10,6,8,8,5,4,3,2,6,3,1,7,27,18,11,18,17,9,3,19,4,47,4,6,33,7,63,8,18,39,25,43,23,36,105,112,79,180,204,15,139,16,196,29,82,13,241,12,176,9,460,14,178,16,341,24,95,23,138,13,115,22,113,32,141,41,96,14,66,36,92,20,115,35,49,15,40,6,37,22,8,10,25,9,9,24,8,4,16,5,8,7,4,2,3
E02003243,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,1,3,20,1,24,4,2,22,3,14,5,3,3,27,17,2,1,26,1,37,0,49,0,13,0,23,1,43,0,63,2,30,0,15,1,13,0,25,0,24,1,22,0,19,0,26,0,22,1,19,0,16,0,1,20,0,19,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
E02003763,2,4,4,7,6,3,7,2,0,3,3,4,4,2,10,25,7,15,16,9,1,4,11,8,31,2,9,1,7,4,6,8,8,12,4,15,13,67,23,7,100,27,2,101,4,182,0,130,2,79,0,48,3,36,4,314,3,60,1,151,0,47,2,15,12,122,2,27,0,25,1,16,1,24,3,14,3,18,29,4,11,5,24,7,16,8,8,5,5,3,2,8,7,4,8,2,7,6
E02003244,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,6,0,0,2,1,0,1,0,0,14,2,3,1,7,0,13,1,17,0,7,0,13,0,13,0,14,1,39,0,1,0,11,0,11,0,16,0,17,1,7,0,4,0,8,0,4,0,5,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02003764,5,10,8,16,20,15,7,13,13,12,12,12,15,12,17,42,29,27,43,18,11,9,61,14,112,16,14,50,21,80,31,43,48,43,51,47,87,181,133,101,292,325,14,330,21,365,20,190,25,499,18,450,36,531,22,423,15,570,24,201,19,422,22,192,24,343,27,310,25,198,22,137,36,164,26,200,50,123,52,33,36,21,55,17,35,41,17,31,34,12,13,28,9,10,15,12,19,16
E02003245,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,1,2,1,0,0,0,1,0,2,3,19,54,12,82,16,7,41,6,29,6,9,6,51,13,5,17,45,2,68,1,53,0,30,2,46,0,64,1,51,2,43,3,79,4,71,2,75,1,66,2,70,3,93,0,45,0,89,3,48,4,49,0,0,58,0,29,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
E02003765,1,4,9,5,12,4,6,4,3,7,7,3,3,8,8,15,12,11,16,9,4,2,25,5,47,0,4,6,7,9,6,8,13,6,12,18,26,69,25,24,70,38,2,106,2,244,6,219,2,51,1,53,3,56,3,450,4,68,3,193,3,63,5,23,5,248,1,31,2,26,4,14,5,18,3,34,5,9,26,11,9,2,22,3,11,18,8,4,13,5,4,7,2,6,3,2,7,3
E02003246,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,1,1,1,0,0,2,1,4,8,76,18,72,14,11,88,12,32,14,8,10,74,31,14,19,50,6,87,9,126,3,36,2,75,0,111,6,140,2,117,5,78,0,139,3,94,1,174,3,85,3,112,1,81,3,90,1,88,3,77,0,1,91,0,70,0,0,4,1,0,2,0,0,0,0,0,0,0,0,1,0
E02003766,1,2,4,4,3,1,1,4,0,3,1,2,3,1,1,5,1,4,5,2,0,2,12,1,18,1,0,5,1,6,4,8,9,6,14,2,6,25,8,8,39,42,0,37,2,55,1,24,0,83,4,45,3,56,1,52,2,95,4,37,3,139,3,17,3,56,4,44,3,32,1,12,8,31,11,25,5,19,8,9,6,2,15,2,13,14,5,4,12,2,2,8,4,1,1,3,2,3
E02003247,0,0,1,0,0,0,1,0,0,0,4,0,0,2,0,0,2,0,4,0,0,0,0,0,0,0,1,22,0,49,5,3,21,1,11,1,1,1,23,15,5,0,31,3,45,4,56,0,27,2,19,1,43,6,42,2,33,2,55,0,20,3,110,1,31,3,24,3,33,1,38,1,36,1,30,0,43,0,0,28,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02003767,0,1,8,18,5,5,10,11,7,5,3,0,2,5,1,3,0,1,4,0,1,0,7,0,22,3,1,14,0,28,1,3,8,4,5,5,5,14,24,38,43,72,5,49,0,80,2,31,9,51,6,75,6,227,2,40,3,147,0,37,3,46,2,364,4,54,3,120,21,76,4,68,7,59,3,88,13,68,7,7,1,3,15,0,7,0,6,5,2,0,0,4,3,2,1,1,0,1
E02003248,0,1,1,0,1,0,5,0,1,0,0,1,0,1,1,1,2,1,0,0,0,0,0,0,1,6,2,71,12,64,9,7,31,7,14,6,3,6,49,23,12,9,40,2,49,4,67,1,13,2,50,2,72,4,87,1,90,4,56,2,80,2,75,5,120,3,83,3,71,3,69,1,76,0,54,5,44,0,0,71,1,34,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
E02003768,0,4,5,1,4,1,6,1,1,0,3,6,3,2,1,9,2,1,9,1,0,0,6,3,26,0,2,0,2,0,4,11,1,2,5,9,9,29,4,14,40,21,0,47,2,74,1,44,0,34,1,41,2,32,3,146,4,36,0,76,3,35,2,7,0,163,2,15,1,10,0,14,1,9,0,14,0,7,13,0,3,1,15,2,4,2,2,1,8,6,0,8,0,0,3,4,1,3
E02003249,2,0,1,3,1,2,4,0,1,3,2,2,2,2,3,6,7,3,6,6,0,4,3,4,4,30,30,253,51,253,63,49,431,38,191,35,46,35,312,111,62,57,229,30,232,28,399,13,116,9,297,4,304,8,366,12,329,7,218,9,217,13,208,16,244,7,484,7,248,8,173,6,265,8,251,8,235,5,4,358,1,254,2,3,1,8,2,3,3,1,0,2,0,2,3,1,1,1
E02003769,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,6,0,0,2,0,0,1,3,0,10,0,1,5,1,10,4,2,4,2,5,5,3,15,16,5,20,29,1,14,4,19,6,10,4,15,3,18,3,44,0,13,3,37,1,10,2,30,7,46,2,9,1,151,6,48,5,40,5,56,2,42,1,30,4,0,2,3,6,0,0,0,3,1,2,0,2,9,0,0,1,0,1,2
E02003250,0,0,5,6,2,3,5,3,4,3,1,4,1,2,6,3,3,5,6,17,0,0,3,2,5,28,39,318,32,305,45,32,299,19,133,35,26,42,383,164,71,71,242,29,307,32,401,9,151,12,288,13,318,25,242,19,291,17,169,5,245,17,239,13,376,12,346,14,266,10,295,9,295,4,242,9,365,7,2,315,2,210,3,1,5,7,2,7,7,0,2,1,3,1,2,0,1,2
E02003770,2,0,4,3,0,0,4,3,0,0,1,2,0,2,0,1,1,1,4,0,3,0,16,1,22,0,2,1,0,4,0,0,0,2,0,2,1,5,4,2,16,14,0,7,0,11,0,9,0,4,1,5,0,16,0,9,2,9,0,3,0,17,1,20,0,7,1,47,1,137,0,61,0,80,0,109,0,46,5,1,0,1,6,2,1,1,3,3,8,5,0,68,1,0,3,0,4,10
E02003251,0,0,3,1,1,1,5,1,1,6,3,1,3,6,1,2,5,3,4,5,1,1,6,3,6,9,15,200,22,292,27,17,163,19,72,14,27,20,231,98,42,55,144,24,181,22,268,7,146,6,140,5,172,33,149,13,105,19,151,5,94,19,174,11,143,24,165,12,123,9,219,8,251,3,178,7,238,3,6,177,5,111,3,5,4,5,7,2,6,6,1,2,1,2,1,0,0,3
E02003771,1,6,2,13,2,1,3,0,1,3,1,2,6,0,1,2,1,0,0,1,2,0,17,0,21,0,0,6,0,2,0,3,4,2,0,1,0,4,13,8,11,27,1,12,0,22,4,12,3,15,2,14,0,27,1,21,0,32,1,13,2,23,3,70,3,21,0,102,1,212,0,145,0,178,0,238,4,140,6,5,2,5,9,4,4,3,6,4,8,1,2,17,1,3,0,0,3,0
E02003252,0,0,1,0,1,1,3,0,0,1,1,1,1,3,1,1,1,3,3,1,1,0,1,2,5,4,6,80,5,103,11,7,47,4,30,7,7,7,100,52,14,21,51,8,57,7,64,3,36,8,52,2,69,5,50,1,45,6,36,4,32,3,62,3,53,4,71,1,40,2,81,4,112,2,111,1,107,0,2,94,1,59,2,0,0,1,0,2,2,0,0,3,0,0,1,2,1,0
E02003772,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,7,0,4,0,3,0,0,1,1,1,0,0,0,0,0,0,1,2,4,6,0,1,0,4,1,0,0,3,1,0,0,6,0,5,0,7,0,5,0,7,1,17,0,6,0,15,0,34,0,26,0,72,0,59,0,53,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,1
E02003253,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,1,5,48,4,84,2,10,73,10,21,1,5,0,94,30,13,14,34,9,38,3,41,0,17,4,22,1,47,3,53,5,58,1,36,5,53,0,38,1,80,4,56,0,68,1,28,1,67,0,93,3,51,1,0,123,0,76,0,0,0,4,0,0,2,0,0,0,0,0,1,1,0,0
E02003773,0,2,1,3,1,3,3,4,0,1,1,2,0,0,1,5,0,1,1,2,0,0,7,1,19,0,2,5,0,2,0,2,2,0,3,0,1,1,12,7,11,14,3,14,1,15,0,11,0,14,1,15,0,33,0,24,1,21,1,6,1,17,0,50,0,14,0,64,0,161,1,125,0,132,0,296,2,158,9,1,2,0,2,0,4,2,4,2,5,1,1,14,0,0,1,2,0,2
E02003254,1,1,3,0,2,1,2,1,2,1,0,5,3,0,12,3,7,5,14,6,1,0,10,0,10,12,16,285,32,362,38,26,189,15,97,17,17,27,282,132,39,63,123,20,148,21,193,4,95,11,128,9,148,15,149,14,119,22,108,10,117,16,135,8,135,20,154,9,131,11,155,10,255,4,237,7,396,7,3,231,2,217,4,3,4,5,1,3,2,1,2,3,3,2,2,3,2,2
E02003774,1,3,3,2,1,1,1,1,3,7,9,10,0,1,7,0,0,3,2,4,0,1,11,0,29,4,0,3,0,11,0,1,4,1,2,3,5,10,8,5,30,35,1,13,1,21,4,17,2,49,0,30,2,33,0,17,1,41,5,16,6,32,2,74,3,31,3,71,2,140,2,106,3,238,4,328,1,247,4,2,2,5,6,2,4,4,2,5,7,11,2,21,1,3,3,2,9,3
E02003775,2,4,4,4,8,5,2,2,0,3,5,1,1,4,8,16,7,5,19,6,4,6,7,1,13,0,0,0,0,0,2,0,0,2,1,1,5,13,0,1,4,1,0,4,0,15,0,20,0,3,0,3,0,0,0,11,0,5,0,7,0,2,0,1,0,19,0,0,0,0,0,5,0,3,0,5,0,5,157,0,17,0,57,12,27,29,13,5,5,6,7,6,1,3,5,5,6,2
E02003255,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,1,0,0,2,42,3,42,5,3,43,0,25,2,1,2,58,10,6,10,18,2,15,6,21,3,7,1,8,3,22,3,40,0,39,6,18,0,32,3,21,0,26,0,42,2,46,0,18,0,37,1,60,1,32,1,0,120,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02003776,7,31,21,15,12,5,17,6,5,6,6,4,8,2,14,37,29,14,64,25,5,13,14,8,9,1,2,0,4,1,7,2,1,5,5,2,9,19,0,1,3,5,1,4,0,16,0,17,0,0,0,3,2,3,1,4,1,6,0,6,0,2,0,0,0,7,3,1,1,3,0,0,0,2,0,6,0,2,79,2,143,0,43,32,31,58,22,13,27,15,6,5,13,6,4,10,10,1
E02003257,1,0,0,2,1,2,1,1,1,0,1,0,0,0,0,4,1,0,2,0,0,0,0,1,0,5,0,70,2,89,6,1,54,1,24,2,4,9,71,36,13,12,26,2,35,8,45,3,25,0,31,2,36,6,37,5,42,7,27,4,29,4,38,4,48,3,53,3,34,2,41,3,65,1,52,1,92,0,2,55,1,111,6,0,2,5,0,0,1,0,0,0,0,2,0,1,0,1
E02003777,18,26,19,21,13,6,10,4,8,18,12,15,10,7,10,38,23,21,28,22,11,15,33,9,51,1,2,6,0,9,5,15,0,3,4,3,10,31,4,4,11,2,1,14,2,39,1,41,1,10,2,13,2,14,2,60,2,19,0,26,0,18,0,13,1,69,2,18,0,17,1,7,2,6,3,12,4,7,138,1,50,3,137,15,61,55,20,22,38,12,9,14,12,18,16,8,15,8
E02003778,16,49,29,30,31,8,48,3,7,12,20,39,16,12,66,61,68,54,100,59,18,32,25,19,26,1,3,2,1,3,1,10,5,14,4,4,11,41,6,2,6,4,0,13,0,44,1,7,3,7,0,8,2,8,3,28,0,9,0,12,0,7,2,1,3,23,0,2,0,9,2,2,6,5,0,10,2,0,46,0,61,0,34,201,22,53,50,10,35,22,7,9,9,22,13,13,15,3
E02003779,5,17,13,12,16,15,17,3,7,13,17,9,10,5,12,32,12,12,28,16,9,10,34,8,51,1,5,2,2,2,2,6,5,6,1,8,5,32,14,3,12,10,3,16,1,53,3,51,0,22,0,18,1,22,0,62,0,21,4,52,0,30,1,8,4,81,2,8,2,15,2,6,5,8,5,17,5,11,128,1,40,2,118,9,109,52,21,17,53,14,10,13,17,19,15,14,13,15
E02003780,22,60,50,42,34,16,43,23,15,24,19,27,17,22,18,51,56,41,74,45,16,27,55,30,49,1,3,2,3,5,5,10,3,5,5,12,9,40,5,5,12,10,3,17,2,28,4,26,2,18,2,14,2,13,0,42,0,18,0,10,0,10,0,6,0,33,0,10,2,18,1,6,3,4,0,12,1,5,87,1,113,1,84,50,68,199,57,47,62,26,16,23,31,14,23,19,27,11
E02003781,56,142,88,138,95,39,125,32,48,81,86,68,38,56,73,138,155,117,218,154,62,154,139,112,117,4,5,2,12,10,16,10,13,17,12,12,24,61,27,8,28,18,1,27,3,54,7,79,3,24,3,33,3,36,2,90,2,48,0,45,1,30,1,14,2,69,4,27,2,33,2,19,5,23,7,46,7,23,172,5,188,3,135,160,105,235,170,76,151,135,62,44,70,81,90,71,72,32
E02003783,3,21,11,16,18,16,11,8,5,14,8,6,9,5,8,7,11,4,10,8,0,10,30,13,33,0,1,0,1,1,2,3,0,3,0,1,4,13,3,1,1,0,0,6,0,21,0,9,0,6,0,4,0,4,0,18,0,5,0,7,0,5,0,3,0,13,2,1,0,8,0,3,1,3,0,7,0,3,27,2,28,0,44,9,32,45,14,72,86,15,10,20,23,12,12,13,23,15
E02003784,7,7,12,12,17,8,13,11,8,16,8,8,15,9,4,8,7,11,2,10,3,6,47,5,58,0,0,0,0,2,1,0,0,1,1,4,2,12,1,0,3,3,0,4,0,10,1,10,1,4,0,0,0,3,0,10,0,10,0,3,0,6,2,0,0,21,0,7,0,23,0,6,5,5,0,11,0,2,24,0,28,0,21,9,27,39,15,23,205,12,16,48,29,10,17,15,28,18
E02003785,38,34,34,37,40,15,70,13,17,52,62,116,34,63,17,19,38,31,29,64,29,48,32,84,33,0,1,3,0,2,1,3,2,0,3,4,7,11,2,3,5,8,1,5,0,11,1,14,0,1,0,10,0,10,1,22,0,11,0,11,1,6,1,4,1,20,4,6,0,14,2,3,1,4,0,12,2,1,35,0,36,2,30,27,23,69,61,24,34,227,37,30,25,53,107,66,24,16
E02003786,6,9,4,8,3,4,15,4,7,23,19,28,21,20,1,5,8,2,8,9,6,11,18,15,16,1,0,1,0,1,0,0,0,3,2,1,2,4,1,1,0,1,0,4,0,4,0,2,0,2,0,3,0,1,0,4,1,2,0,5,0,1,1,0,0,3,0,1,0,2,0,3,1,1,1,4,1,2,29,1,14,0,19,11,19,28,17,10,20,36,91,19,43,111,47,47,21,8
E02003787,0,4,3,4,2,1,3,0,4,5,1,1,4,3,1,2,3,1,5,0,1,0,21,4,15,0,3,0,1,0,3,0,0,0,1,0,1,1,1,0,4,0,1,3,0,4,0,5,0,1,0,6,0,5,0,4,0,2,0,6,0,5,0,2,0,7,0,2,1,20,0,10,0,13,0,37,0,12,2,0,8,0,12,3,5,10,5,10,26,4,3,177,7,3,4,5,38,42
E02003788,5,17,10,9,13,11,13,3,11,25,12,8,11,6,4,4,4,5,18,1,3,9,23,18,23,0,2,1,0,1,1,2,0,2,0,0,0,4,1,1,2,3,1,1,0,6,0,7,0,2,0,0,0,4,0,11,1,6,0,4,0,8,0,2,0,8,0,2,1,5,0,5,0,5,0,2,0,5,10,0,13,0,13,8,14,31,27,20,38,19,28,31,91,27,22,44,65,24
E02003789,18,20,13,17,14,2,21,5,5,16,26,31,21,16,4,19,13,9,6,27,12,17,24,15,22,0,0,2,0,1,0,1,0,0,1,1,4,7,3,1,4,0,0,2,0,14,0,4,1,2,1,3,0,1,0,10,0,7,0,7,0,5,0,2,0,7,0,5,0,3,2,0,3,2,0,3,0,2,24,1,16,0,16,9,19,41,17,18,23,41,68,16,32,232,75,151,43,17
E02003790,17,7,13,6,8,0,20,3,6,16,6,10,8,14,1,4,6,6,10,21,2,12,5,30,5,1,0,0,2,0,4,0,1,0,1,0,4,7,1,0,1,0,0,0,0,4,0,4,0,1,1,1,0,3,0,2,0,4,0,2,0,2,2,0,0,3,0,1,0,1,1,0,0,0,1,0,0,2,9,0,10,0,6,2,9,11,9,7,20,36,28,5,21,26,275,30,18,9
E02003791,51,77,31,53,51,19,50,38,57,92,105,89,57,66,17,26,39,21,43,65,37,59,82,44,67,2,0,1,2,0,0,4,1,0,2,3,8,22,7,1,7,6,1,9,0,21,4,18,0,7,1,6,0,15,0,31,1,13,0,27,0,19,2,8,1,32,0,14,2,16,0,6,2,10,2,19,2,6,47,2,43,2,56,34,42,77,49,47,74,126,133,59,106,347,271,393,153,63
E02003792,9,15,12,12,9,10,19,8,9,8,13,14,18,16,4,5,7,2,12,5,5,8,59,9,28,1,2,2,1,2,2,0,1,1,4,0,2,5,4,2,0,5,1,4,1,11,0,7,1,1,0,7,2,10,0,9,0,6,0,4,0,9,0,4,1,15,3,3,1,16,2,5,1,5,0,7,0,5,19,0,28,1,20,15,11,27,15,21,43,19,38,68,112,34,29,52,380,147
E02003793,2,2,2,1,2,2,4,0,3,9,2,6,7,4,3,1,1,6,2,2,0,2,31,1,25,0,2,0,1,0,1,0,1,2,1,4,2,3,0,0,3,1,0,1,0,3,0,5,1,4,0,2,0,5,0,7,0,7,1,2,0,6,1,5,1,9,0,2,0,7,1,1,0,5,0,9,0,3,7,0,3,1,4,6,8,7,4,9,11,3,10,69,20,10,3,16,95,333
